,date,vader_prediction,sentiment
699,2022-12-03,-0.059199999999999996,negative
700,2022-12-04,0.04019,neutral
701,2022-12-05,-0.07220000000000001,negative
702,2022-12-06,-0.10306,negative
703,2022-12-07,-0.048650000000000006,neutral
704,2022-12-08,-0.03785000000000001,neutral
705,2022-12-09,0.04992,neutral
706,2022-12-10,0.28552222222222223,positive
707,2022-12-11,-0.1504333333333333,negative
708,2022-12-12,-0.06754,negative
709,2022-12-13,0.18019,positive
710,2022-12-14,0.16154,positive
711,2022-12-15,0.044230000000000005,neutral
712,2022-12-16,0.03861,neutral
713,2022-12-17,0.11579000000000002,positive
714,2022-12-18,-0.0013699999999999934,neutral
715,2022-12-19,0.03621,neutral
716,2022-12-20,-0.07293,negative
717,2022-12-21,0.08610000000000001,positive
718,2022-12-22,0.07944,positive
719,2022-12-23,0.12611250000000002,positive
720,2022-12-24,0.17742222222222223,positive
721,2022-12-25,0.013822222222222224,neutral
722,2022-12-26,-0.010160000000000002,neutral
723,2022-12-27,0.021310000000000003,neutral
724,2022-12-28,0.1361,positive
725,2022-12-29,-0.035949999999999996,neutral
726,2022-12-30,-0.16043999999999997,negative
727,2022-12-31,0.05042727272727272,positive
728,2023-01-01,0.16691,positive
729,2023-01-02,0.06869,positive
730,2023-01-03,0.07826999999999999,positive
731,2023-01-04,0.19153000000000003,positive
732,2023-01-05,-0.011760000000000001,neutral
733,2023-01-06,0.06156666666666667,positive
734,2023-01-07,0.12532857142857143,positive
735,2023-01-08,0.0637,positive
736,2023-01-09,0.03776,neutral
737,2023-01-10,0.021050000000000003,neutral
738,2023-01-11,0.02708000000000001,neutral
739,2023-01-12,0.16196000000000002,positive
740,2023-01-13,0.08022,positive
741,2023-01-14,0.11834444444444443,positive
742,2023-01-15,0.09727,positive
743,2023-01-16,0.10717000000000002,positive
744,2023-01-17,0.07833999999999999,positive
745,2023-01-18,0.05423,positive
746,2023-01-19,0.10064000000000002,positive
747,2023-01-20,0.18614999999999998,positive
748,2023-01-21,0.17378,positive
749,2023-01-22,0.10304444444444444,positive
750,2023-01-23,0.046450000000000005,neutral
751,2023-01-24,0.24312,positive
752,2023-01-25,0.03467,neutral
753,2023-01-26,0.16281111111111113,positive
754,2023-01-27,0.09551,positive
755,2023-01-28,0.17197,positive
756,2023-01-29,0.09081000000000002,positive
757,2023-01-30,0.05312,positive
758,2023-01-31,0.012218181818181824,neutral
759,2023-02-01,0.07178999999999999,positive
760,2023-02-02,0.04323333333333333,neutral
761,2023-02-03,0.002859999999999996,neutral
762,2023-02-04,0.06611,positive
763,2023-02-05,0.12315000000000001,positive
764,2023-02-06,0.1282,positive
765,2023-02-07,0.12034,positive
766,2023-02-08,0.09738,positive
767,2023-02-09,-0.011959999999999993,neutral
768,2023-02-10,0.03182,neutral
769,2023-02-11,-0.04019,neutral
770,2023-02-12,0.1517,positive
771,2023-02-13,0.1046,positive
772,2023-02-14,0.014109999999999994,neutral
773,2023-02-15,0.09769000000000001,positive
774,2023-02-16,0.05075,positive
775,2023-02-17,0.049210000000000004,neutral
776,2023-02-18,-0.10954,negative
777,2023-02-19,0.08367,positive
778,2023-02-20,0.16970000000000002,positive
779,2023-02-21,-0.013990000000000002,neutral
780,2023-02-22,0.05525,positive
781,2023-02-23,0.15196,positive
782,2023-02-24,0.09834000000000001,positive
783,2023-02-25,0.09987000000000001,positive
784,2023-02-26,0.03912,neutral
785,2023-02-27,0.06733,positive
786,2023-02-28,0.16027777777777777,positive
787,2023-03-01,0.10521111111111112,positive
788,2023-03-02,0.08721000000000001,positive
789,2023-03-03,-0.046680000000000006,neutral
790,2023-03-04,0.17486666666666667,positive
791,2023-03-05,0.08256999999999999,positive
792,2023-03-06,0.10446,positive
793,2023-03-07,0.05678000000000001,positive
794,2023-03-08,-0.07448,negative
795,2023-03-09,-0.020809999999999995,neutral
